player_name,player_id,dob,last_game,elo,game_count,draft_info,draft_year,player_country,draft_oa,draft_league,Term,AAV,Pos,Team
Jordan Weal,8475738,4/15/1992,5/24/2016 11:40,1480.50355,63,70 OA (2010 LAK),2010,CAN,70,WHL,1,632500,C,Flyers
Bryan Rust,8475810,5/11/1992,3/2/2016 9:56,1495.35923,17,80 OA (2010 PIT),2010,USA,80,USHL,2,640000,RW,Penguins
Bryan Rust,8475810,5/11/1992,3/2/2016 9:56,1495.35923,17,80 OA (2010 PIT),2010,USA,80,USHL,2,640000,RW,Penguins
Stanislav Galiev,8475816,1/17/1992,3/2/2016 9:57,1489.09805,79,86 OA (2010 WSH),2010,RUS,86,QMJHL,2,575000,LW,Capitals
Joakim Nordstrom,8475807,2/25/1992,2/8/2016 20:49,1474.97233,93,90 OA (2010 CHI),2010,SWE,90,SWE-JR.,2,1275000,C,Hurricanes
Joonas Donskoi,8475820,4/13/1992,5/13/2016 13:00,1491.18941,51,99 OA (2010 FLA),2010,FIN,99,FINLAND-JR.,2,925000,LW,Sharks
Tom Kuhnhackl,8475832,1/21/1992,5/24/2016 10:33,1496.35412,15,110 OA (2010 PIT),2010,DEU,110,GERMAN-2,2,625000,RW,Penguins
Teemu Pulkkinen,8475800,1/2/1992,3/15/2016 9:12,1502.98795,31,111 OA (2010 DET),2010,FIN,111,FINLAND,1,735000,LW,RedWings
Petter Granberg,8475774,8/27/1992,4/14/2016 18:11,1493.84025,20,116 OA (2010 TOR),2010,SWE,116,SWE-JR.,1,600000,D,Predators
Zach Hyman,8475786,6/9/1992,5/13/2016 12:38,1497.8758,16,123 OA (2010 FLA),2010,CAN,123,CCHL,2,925000,C,MapleLeafs
John Klingberg,8475906,8/14/1992,5/17/2016 8:59,1532.53306,110,131 OA (2010 DAL),2010,SWE,131,SWE-JR.,7,4250000,D,Stars
Brendan Gallagher,8475848,5/6/1992,5/24/2016 11:42,1516.08086,74,147 OA (2010 MTL),2010,CAN,147,WHL,6,3750000,RW,Canadiens
Dalton Prout,8474774,3/13/1990,4/10/2016 19:10,1475.19155,109,154 OA (2010 CBJ),2010,CAN,154,OHL,2,1575000,D,BlueJackets
Jesper Fast,8475855,12/2/1991,3/2/2016 16:23,1492.69122,69,157 OA (2010 NYR),2010,SWE,157,SWE-JR.,2,950000,RW,Rangers
Brandon Davidson,8475869,8/21/1991,5/24/2016 11:38,1489.91293,58,162 OA (2010 EDM),2010,CAN,162,WHL,2,1425000,D,Oilers
Anthony Bitetto,8475868,7/15/1990,5/17/2016 7:59,1493.10985,25,168 OA (2010 NSH),2010,USA,168,USHL,2,612500,D,Predators
Mark Stone,8475913,5/13/1992,5/24/2016 11:56,1526.97557,80,178 OA (2010 OTT),2010,CAN,178,WHL,3,3500000,RW,Senators
Zach Trotman,8475902,8/26/1990,5/24/2016 10:53,1488.66394,109,210 OA (2010 BOS),2010,USA,210,CCHA,2,625000,D,Bruins
John Tavares,8475166,9/20/1990,5/24/2016 11:41,1541.91861,108,1 OA (2009 NYI),2009,CAN,1,OHL,6,5500000,C,Islanders
Victor Hedman,8475167,12/18/1990,5/24/2016 12:06,1540.52584,115,2 OA (2009 TBL),2009,SWE,2,SWEDEN,5,4000000,D,Lightning
Matt Duchene,8475168,1/16/1991,4/29/2016 16:01,1528.0582,105,3 OA (2009 COL),2009,CAN,3,OHL,5,6000000,C,Avalanche
Evander Kane,8475169,8/2/1991,3/2/2016 10:03,1519.03209,83,4 OA (2009 ATL),2009,CAN,4,WHL,6,5250000,LW,Sabres
Brayden Schenn,8475170,8/22/1991,3/25/2016 19:27,1501.01706,107,5 OA (2009 LAK),2009,CAN,5,WHL,2,2500000,LW,Flyers
Oliver Ekman-Larsson,8475171,7/17/1991,5/24/2016 10:59,1539.74511,126,6 OA (2009 PHX),2009,SWE,6,SWEDEN-2,6,5500000,D,Coyotes
Nazem Kadri,8475172,10/6/1990,4/25/2016 6:31,1518.77176,127,7 OA (2009 TOR),2009,CAN,7,OHL,6,4500000,C,MapleLeafs
Ryan Ellis,8475176,1/3/1991,5/24/2016 11:12,1523.06994,120,11 OA (2009 NSH),2009,CAN,11,OHL,5,2500000,D,Predators
Calvin de Haan,8475177,5/9/1991,5/24/2016 10:53,1498.70858,92,12 OA (2009 NYI),2009,CAN,12,OHL,3,1966667,D,Islanders
Zack Kassian,8475178,1/24/1991,2/8/2016 21:02,1490.23983,87,13 OA (2009 BUF),2009,CAN,13,OHL,1,1500000,RW,Oilers
Dmitry Kulikov,8475179,10/29/1990,5/20/2016 13:31,1509.42947,88,14 OA (2009 FLA),2009,RUS,14,QMJHL,3,4333333,D,Panthers
Peter Holland,8475180,1/14/1991,5/13/2016 12:33,1497.89358,108,15 OA (2009 ANA),2009,CAN,15,OHL,2,775000,C,MapleLeafs
Nick Leddy,8475181,3/20/1991,3/28/2016 22:24,1531.30286,126,16 OA (2009 MIN),2009,USA,16,HIGH-MN,7,5500000,D,Islanders
Chris Kreider,8475184,4/30/1991,5/13/2016 12:54,1518.72952,75,19 OA (2009 NYR),2009,USA,19,HIGH-MA,2,2475000,LW,Rangers
Jacob Josefson,8475185,3/2/1991,3/28/2016 22:34,1473.87175,124,20 OA (2009 NJD),2009,SWE,20,SWEDEN,2,800000,C,Devils
John Moore,8475186,11/19/1990,5/24/2016 11:26,1486.22076,121,21 OA (2009 CBJ),2009,USA,21,USHL,3,1666667,D,Devils
Jordan Schroeder,8475147,9/29/1990,5/17/2016 9:00,1486.98564,60,22 OA (2009 VAN),2009,USA,22,WCHA,2,600000,RW,Wild
Marcus Johansson,8475149,10/6/1990,5/24/2016 10:52,1516.69617,103,24 OA (2009 WSH),2009,SWE,24,SWEDEN,1,3750000,LW,Capitals
Kyle Palmieri,8475151,2/1/1991,5/13/2016 12:58,1511.04639,100,26 OA (2009 ANA),2009,USA,26,USDP,3,1466667,RW,Devils
Simon Despres,8475155,7/27/1991,5/24/2016 11:27,1510.47481,109,30 OA (2009 PIT),2009,CAN,30,QMJHL,5,3700000,D,Ducks
Landon Ferraro,8475157,8/8/1991,4/28/2016 11:41,1481.58275,119,32 OA (2009 DET),2009,CAN,32,WHL,1,600000,C,Bruins
Ryan OReilly,8475158,2/7/1991,5/13/2016 12:54,1528.14898,105,33 OA (2009 COL),2009,CAN,33,OHL,7,7500000,C,Sabres
Kyle Clifford,8475160,1/13/1991,5/24/2016 11:38,1478.34162,82,35 OA (2009 LAK),2009,CAN,35,OHL,5,1600000,LW,Kings
Alex Chiasson,8475163,10/1/1990,2/4/2016 22:02,1498.67826,37,38 OA (2009 DAL),2009,CAN,38,USHL,1,1200000,RW,Senators
Jakob Silfverberg,8475164,10/13/1990,2/4/2016 21:57,1519.02661,92,39 OA (2009 OTT),2009,SWE,39,SWE-JR.,4,3750000,RW,Ducks
Anton Lander,8475165,4/24/1991,5/24/2016 11:39,1477.80449,119,40 OA (2009 EDM),2009,SWE,40,SWEDEN,2,987500,C,Oilers
Brian Dumoulin,8475208,9/6/1991,5/24/2016 11:00,1476.51576,112,51 OA (2009 CAR),2009,USA,51,EJHL,2,800000,D,Penguins
Richard Panik,8475209,2/7/1991,4/28/2016 11:39,1490.96424,61,52 OA (2009 TBL),2009,SVK,52,CZREP,1,975000,RW,Blackhawks
Eric Gelinas,8475199,5/8/1991,5/13/2016 13:00,1504.53324,49,54 OA (2009 NJD),2009,CAN,54,QMJHL,2,1575000,D,Avalanche
Dmitry Orlov,8475200,7/23/1991,5/24/2016 10:53,1496.52839,110,55 OA (2009 WSH),2009,RUS,55,RUSSIA,2,2000000,D,Capitals
Brandon Pirri,8475204,4/10/1991,5/13/2016 12:59,1498.20331,117,59 OA (2009 CHI),2009,CAN,59,OJHL,2,925000,LW,Ducks
Tomas Tatar,8475193,12/1/1990,5/24/2016 11:38,1525.53409,99,60 OA (2009 DET),2009,SVK,60,SLOVAKIA,3,2750000,RW,RedWings
Tyson Barrie,8475197,7/26/1991,3/28/2016 22:33,1510.55378,97,64 OA (2009 COL),2009,CAN,64,WHL,2,2600000,D,Avalanche
Brayden McNabb,8475188,1/21/1991,5/24/2016 11:28,1505.53514,105,66 OA (2009 BUF),2009,CAN,66,WHL,2,650000,D,Kings
Reilly Smith,8475191,4/1/1991,5/17/2016 8:00,1510.3545,81,69 OA (2009 DAL),2009,CAN,69,OJHL,2,3425000,RW,Panthers
Michael Latta,8475247,5/25/1991,4/28/2016 11:37,1474.37832,122,72 OA (2009 NSH),2009,CAN,72,OHL,2,575000,C,Capitals
Andrej Nestrasil,8475250,2/22/1991,5/13/2016 12:38,1484.40967,102,75 OA (2009 DET),2009,CZE,75,QMJHL,2,912500,C,Hurricanes
Kevin Connauton,8475246,2/23/1990,4/14/2016 18:52,1483.33333,114,83 OA (2009 VAN),2009,CAN,83,CCHA,3,683333,D,Coyotes
Nicolas Deslauriers,8475235,2/22/1991,5/17/2016 8:09,1483.63138,83,84 OA (2009 LAK),2009,CAN,84,QMJHL,2,637500,LW,Sabres
Cody Eakin,8475236,5/24/1991,5/13/2016 12:47,1496.40201,111,85 OA (2009 WSH),2009,CAN,85,WHL,4,3850000,C,Stars
Casey Cizikas,8475231,2/27/1991,5/24/2016 12:07,1481.12376,99,92 OA (2009 NYI),2009,CAN,92,OHL,2,1000000,C,Islanders
David Savard,8475233,10/22/1990,5/24/2016 10:54,1486.69815,118,94 OA (2009 CBJ),2009,CAN,94,QMJHL,5,4250000,D,BlueJackets
Linden Vey,8475223,7/17/1991,3/2/2016 16:24,1485.77996,63,96 OA (2009 LAK),2009,CAN,96,WHL,1,1000000,C,Canucks
Craig Smith,8475225,9/5/1989,3/2/2016 16:25,1510.24719,111,98 OA (2009 NSH),2009,USA,98,USHL,5,4250000,RW,Predators
Chris Wideman,8475227,1/7/1990,5/11/2016 4:48,1491.52426,49,100 OA (2009 OTT),2009,USA,100,CCHA,2,800000,D,Senators
Mattias Ekholm,8475218,5/24/1990,5/24/2016 11:33,1506.81773,131,102 OA (2009 NSH),2009,SWE,102,SWE-JR.,6,3750000,D,Predators
Marcus Foligno,8475220,8/10/1991,5/13/2016 12:36,1490.11814,75,104 OA (2009 BUF),2009,USA,104,OHL,2,1875000,LW,Sabres
Sami Vatanen,8475222,6/3/1991,5/17/2016 9:02,1526.62201,116,106 OA (2009 ANA),2009,FIN,106,FINLAND-JR.,2,1262500,D,Ducks
Garrett Wilson,8475253,3/16/1991,5/24/2016 11:38,1499.55054,2,107 OA (2009 FLA),2009,CAN,107,OHL,1,675000,RW,Panthers
Seth Helgeson,8475274,10/8/1990,5/13/2016 13:03,1497.3648,13,114 OA (2009 NJD),2009,USA,114,USHL,2,587500,D,Devils
Byron Froese,8475278,3/12/1991,5/24/2016 10:33,1494.49492,21,119 OA (2009 CHI),2009,CAN,119,WHL,2,575000,C,MapleLeafs
Ben Chiarot,8475279,5/9/1991,3/28/2016 22:13,1489.29146,93,120 OA (2009 ATL),2009,CAN,120,OHL,2,850000,D,Jets
Mike Hoffman,8474884,11/24/1989,5/24/2016 11:38,1519.95014,87,130 OA (2009 OTT),2009,CAN,130,QMJHL,1,2000000,LW,Senators
Gabriel Bourque,8475268,9/23/1990,5/24/2016 11:34,1486.36363,91,132 OA (2009 NSH),2009,CAN,132,QMJHL,1,866250,LW,Predators
Marcus Kruger,8475323,5/27/1990,5/24/2016 12:06,1492.80769,104,149 OA (2009 CHI),2009,SWE,149,SWE-JR.,3,3083333,C,Blackhawks
Anders Lee,8475314,7/3/1990,5/24/2016 11:41,1516.83422,100,152 OA (2009 NYI),2009,USA,152,HIGH-MN,4,3750000,LW,Islanders
Tyler Randell,8475292,6/15/1991,5/13/2016 12:48,1489.50786,40,176 OA (2009 BOS),2009,CAN,176,OHL,1,600000,RW,Bruins
Erik Haula,8475287,3/23/1991,4/10/2016 19:11,1484.7784,109,182 OA (2009 MIN),2009,FIN,182,HIGH-MN,2,1000000,C,Wild
Jordan Nolan,8475325,6/23/1989,5/24/2016 11:38,1468.20361,122,186 OA (2009 LAK),2009,CAN,186,OHL,3,950000,RW,Kings
Steven Stamkos,8474564,2/7/1990,5/17/2016 9:00,1541.80908,116,1 OA (2008 TBL),2008,CAN,1,OHL,5,7500000,C,Lightning
Drew Doughty,8474563,12/8/1989,5/24/2016 10:59,1540.56828,115,2 OA (2008 LAK),2008,CAN,2,OHL,8,7000000,D,Kings
Zach Bogosian,8474567,7/15/1990,5/13/2016 12:51,1501.6183,124,3 OA (2008 ATL),2008,USA,3,OHL,7,5142857,D,Sabres
Alex Pietrangelo,8474565,1/18/1990,5/13/2016 12:31,1525.65955,101,4 OA (2008 STL),2008,CAN,4,OHL,7,6500000,D,Blues
Luke Schenn,8474568,11/2/1989,5/24/2016 10:53,1484.18735,111,5 OA (2008 TOR),2008,CAN,5,WHL,5,3600000,D,Kings
Colin Wilson,8474569,10/20/1989,5/24/2016 11:41,1516.69092,98,7 OA (2008 NSH),2008,USA,7,H-EAST,4,3937500,LW,Predators
Josh Bailey,8474573,10/2/1989,5/24/2016 11:37,1506.22022,80,9 OA (2008 NYI),2008,CAN,9,OHL,5,3300000,LW,Islanders
Tyler Myers,8474574,2/1/1990,5/24/2016 10:54,1522.76654,96,12 OA (2008 BUF),2008,USA,12,WHL,7,5500000,D,Jets
Erik Karlsson,8474578,5/31/1990,5/13/2016 12:54,1541.64033,122,15 OA (2008 OTT),2008,SWE,15,SWE-JR.,7,6500000,D,Senators
Joe Colborne,8474577,1/30/1990,5/13/2016 12:58,1487.18835,114,16 OA (2008 BOS),2008,CAN,16,AJHL,2,1275000,RW,Flames
Jake Gardiner,8474581,7/4/1990,5/13/2016 13:03,1514.21015,98,17 OA (2008 ANA),2008,USA,17,HIGH-MN,5,4050000,D,MapleLeafs
Luca Sbisa,8474579,1/30/1990,5/24/2016 10:59,1466.72226,101,19 OA (2008 PHI),2008,ITA,19,WHL,3,3600000,D,Canucks
Michael Del Zotto,8474584,6/24/1990,5/24/2016 11:50,1493.08492,137,20 OA (2008 NYR),2008,CAN,20,OHL,2,3875000,D,Flyers
Jordan Eberle,8474586,5/15/1990,3/2/2016 9:54,1516.38627,86,22 OA (2008 EDM),2008,CAN,22,WHL,6,6000000,LW,Oilers
Tyler Ennis,8474589,10/6/1989,4/20/2016 18:32,1516.00137,110,26 OA (2008 BUF),2008,CAN,26,WHL,5,4600000,C,Sabres
John Carlson,8474590,1/10/1990,5/24/2016 10:54,1526.41056,110,27 OA (2008 WSH),2008,USA,27,USHL,6,3966667,D,Capitals
Viktor Tikhonov,8474588,5/12/1988,5/24/2016 11:40,1491.09848,70,28 OA (2008 PHX),2008,LVA,28,RUSSIA,1,1040000,LW,Coyotes
Cody Goloubef,8474597,11/30/1989,5/17/2016 8:00,1482.23546,103,37 OA (2008 CBJ),2008,CAN,37,WCHA,2,750000,D,BlueJackets
Roman Josi,8474600,6/1/1990,5/13/2016 12:31,1527.66046,96,38 OA (2008 NSH),2008,CHE,38,SWISS,7,4000000,D,Predators
Patrick Wiercioch,8474605,9/12/1990,5/13/2016 13:04,1493.46959,130,42 OA (2008 OTT),2008,CAN,42,USHL,3,2000000,D,Senators
Justin Schultz,8474602,7/6/1990,5/24/2016 11:34,1485.78598,101,43 OA (2008 ANA),2008,CAN,43,BCHL,1,3900000,D,Penguins
Derek Stepan,8474613,6/18/1990,4/25/2016 6:31,1526.09451,118,51 OA (2008 NYR),2008,USA,51,HIGH-MN,6,6500000,C,Rangers
Travis Hamonic,8474612,8/16/1990,5/24/2016 11:26,1524.01708,111,53 OA (2008 NYI),2008,CAN,53,WHL,7,3857143,D,Islanders
Marco Scandella,8474618,2/23/1990,5/17/2016 9:00,1501.44693,101,55 OA (2008 MIN),2008,CAN,55,QMJHL,5,4000000,D,Wild
Jimmy Hayes,8474625,11/21/1989,2/4/2016 22:06,1497.36295,88,60 OA (2008 TOR),2008,USA,60,USHL,3,2300000,RW,Bruins
Jori Lehtera,8474627,12/23/1987,4/20/2016 18:32,1500.83309,104,65 OA (2008 STL),2008,FIN,65,FINLAND,3,4700000,C,Blues
Michael Stone,8474628,6/7/1990,5/24/2016 10:54,1491.62074,115,69 OA (2008 PHX),2008,CAN,69,WHL,3,1150000,D,Coyotes
Lance Bouma,8474642,3/25/1990,4/29/2016 16:02,1487.20788,116,78 OA (2008 CGY),2008,CAN,78,WHL,3,2200000,LW,Flames
Zack Smith,8474250,4/5/1988,5/13/2016 12:47,1471.82602,92,79 OA (2008 OTT),2008,CAN,79,WHL,4,1887500,LW,Senators
Adam Henrique,8474641,2/6/1990,4/28/2016 11:49,1506.13125,111,82 OA (2008 NJD),2008,CAN,82,OHL,6,4000000,LW,Devils
David Warsofsky,8474660,5/30/1990,5/24/2016 10:55,1499.14858,34,95 OA (2008 STL),2008,USA,95,USDP,1,600000,D,Devils
Michal Jordan,8474661,7/17/1990,5/24/2016 11:34,1476.7092,109,105 OA (2008 CAR),2008,CZE,105,OHL,1,625000,D,Hurricanes
Dale Weise,8474668,8/5/1988,4/28/2016 11:37,1494.98813,79,111 OA (2008 NYR),2008,CAN,111,WHL,2,1025000,RW,Blackhawks
TJ Brodie,8474673,6/7/1990,5/24/2016 11:35,1531.70183,110,114 OA (2008 CGY),2008,CAN,114,OHL,5,4650000,D,Flames
Gustav Nyquist,8474679,9/1/1989,5/24/2016 11:42,1522.08288,81,121 OA (2008 DET),2008,SWE,121,SWE-JR.,4,4750000,RW,RedWings
Matt Calvert,8474685,12/24/1989,5/17/2016 8:09,1489.596,93,127 OA (2008 CBJ),2008,CAN,127,WHL,3,2200000,LW,BlueJackets
Greg Pateryn,8474688,6/20/1990,5/24/2016 10:53,1480.99679,100,128 OA (2008 TOR),2008,USA,128,USHL,2,800000,D,Canadiens
Mark Borowiecki,8474697,7/12/1989,5/24/2016 11:34,1475.47076,114,139 OA (2008 OTT),2008,CAN,139,CJHL,3,1100000,D,Senators
Micheal Ferland,8475907,4/20/1992,4/29/2016 15:53,1489.43709,78,133 OA (2010 CGY),2010,CAN,133,WHL,2,825000,LW,Flames
Matt Martin,8474709,5/8/1989,5/17/2016 8:02,1479.07371,87,148 OA (2008 NYI),2008,CAN,148,OHL,4,1000000,LW,Islanders
Mark Barberio,8474717,3/23/1990,5/24/2016 11:55,1491.40018,66,152 OA (2008 TBL),2008,CAN,152,QMJHL,1,600000,D,Canadiens
Jared Spurgeon,8474716,11/29/1989,5/24/2016 10:55,1517.68039,118,156 OA (2008 NYI),2008,CAN,156,WHL,4,5187500,D,Wild
Cam Atkinson,8474715,6/5/1989,4/29/2016 15:53,1501.31145,93,157 OA (2008 CBJ),2008,USA,157,HIGH-CT,3,3500000,RW,BlueJackets
Ben Smith,8474727,7/11/1988,4/28/2016 11:38,1474.31339,81,169 OA (2008 CHI),2008,USA,169,H-EAST,2,1500000,C,MapleLeafs
Tommy Wingels,8474739,4/12/1988,5/13/2016 12:53,1491.46314,125,177 OA (2008 SJS),2008,USA,177,CCHA,3,2475000,RW,Sharks
Zach Redmond,8474743,7/26/1988,5/24/2016 11:37,1481.87724,76,184 OA (2008 ATL),2008,USA,184,CCHA,2,750000,D,Avalanche
Jason Demers,8474218,6/9/1988,5/13/2016 13:04,1500.25222,107,186 OA (2008 SJS),2008,CAN,186,QMJHL,2,3400000,D,Stars
Matt Bartkowski,8474749,6/4/1988,5/24/2016 11:27,1474.46064,109,190 OA (2008 FLA),2008,USA,190,USHL,1,1750000,D,Canucks
Patrick Kane,8474141,11/19/1988,5/24/2016 11:39,1542.66809,116,1 OA (2007 CHI),2007,USA,1,OHL,8,10500000,RW,Blackhawks
James van Riemsdyk,8474037,5/4/1989,3/2/2016 9:57,1514.19476,94,2 OA (2007 PHI),2007,USA,2,USDP,6,4250000,LW,MapleLeafs
Kyle Turris,8474068,8/14/1989,5/24/2016 11:38,1522.0045,126,3 OA (2007 PHX),2007,CAN,3,BCHL,5,3500000,C,Senators
Thomas Hickey,8474066,2/8/1989,5/24/2016 11:54,1505.65715,99,4 OA (2007 LAK),2007,CAN,4,WHL,3,2200000,D,Islanders
Karl Alzner,8473991,9/24/1988,5/17/2016 8:01,1507.9918,114,5 OA (2007 WSH),2007,CAN,5,WHL,4,2800000,D,Capitals
Sam Gagner,8474040,8/10/1989,5/13/2016 12:30,1493.08763,104,6 OA (2007 EDM),2007,CAN,6,OHL,3,4800000,C,Flyers
Jakub Voracek,8474161,8/15/1989,5/17/2016 7:47,1530.46649,106,7 OA (2007 CBJ),2007,CZE,7,QMJHL,8,8250000,RW,Flyers
Logan Couture,8474053,3/28/1989,5/24/2016 11:58,1527.32655,117,9 OA (2007 SJS),2007,CAN,9,OHL,5,6000000,C,Sharks
Brandon Sutter,8474091,2/14/1989,5/13/2016 12:40,1480.11736,109,11 OA (2007 CAR),2007,USA,11,WHL,5,4375000,C,Canucks
Ryan McDonagh,8474151,6/13/1989,5/24/2016 10:55,1524.1721,105,12 OA (2007 MTL),2007,USA,12,HIGH-MN,6,4700000,D,Rangers
Lars Eller,8474189,5/8/1989,4/28/2016 11:49,1498.27174,107,13 OA (2007 STL),2007,DNK,13,SWE-JR.,4,3500000,C,Canadiens
Kevin Shattenkirk,8474031,1/29/1989,5/24/2016 11:27,1532.06161,96,14 OA (2007 COL),2007,USA,14,USDP,4,4250000,D,Blues
Ian Cole,8474013,2/21/1989,5/24/2016 10:54,1509.65948,83,18 OA (2007 STL),2007,USA,18,USDP,3,2100000,D,Penguins
Riley Nash,8474062,5/9/1989,4/10/2016 19:27,1489.79808,102,21 OA (2007 EDM),2007,CAN,21,BCHL,1,1150000,C,Hurricanes
Max Pacioretty,8474157,11/20/1988,5/24/2016 11:42,1529.57064,93,22 OA (2007 MTL),2007,USA,22,USHL,6,4500000,LW,Canadiens
Mikael Backlund,8474150,3/17/1989,5/17/2016 9:00,1511.48722,100,24 OA (2007 CGY),2007,SWE,24,SWEDEN-2,3,3575000,C,Flames
David Perron,8474102,5/28/1988,5/24/2016 12:01,1512.82121,92,26 OA (2007 STL),2007,CAN,26,QMJHL,4,3812500,LW,Ducks
Brendan Smith,8474090,2/8/1989,5/13/2016 12:58,1496.91617,97,27 OA (2007 DET),2007,CAN,27,OPJRA,2,2750000,D,RedWings
P.K. Subban,8474056,5/13/1989,5/24/2016 11:38,1541.4291,116,43 OA (2007 MTL),2007,CAN,43,OHL,8,9000000,D,Canadiens
Nick Spaling,8474096,9/19/1988,5/13/2016 12:53,1475.27568,118,58 OA (2007 NSH),2007,CAN,58,OHL,2,2200000,LW,Sharks
Wayne Simmonds,8474190,8/26/1988,5/24/2016 11:34,1517.43381,89,61 OA (2007 LAK),2007,CAN,61,OHL,6,3975000,RW,Flyers
Yannick Weber,8474134,9/23/1988,5/24/2016 10:55,1476.88433,108,73 OA (2007 MTL),2007,CHE,73,OHL,1,1500000,D,Canucks
Alex Killorn,8473986,9/14/1989,5/17/2016 9:00,1514.31107,104,77 OA (2007 TBL),2007,CAN,77,HIGH-MA,2,2550000,LW,Lightning
Robert Bortuzzo,8474145,3/18/1989,5/24/2016 11:00,1487.31917,80,78 OA (2007 PIT),2007,CAN,78,OHL,2,1050000,D,Blues
Steven Kampfer,8474000,9/24/1988,5/24/2016 11:40,1484.78572,88,93 OA (2007 ANA),2007,USA,93,CCHA,2,612500,D,Panthers
Alec Martinez,8474166,7/26/1987,5/24/2016 11:00,1509.69789,128,95 OA (2007 LAK),2007,USA,95,CCHA,6,4000000,D,Kings
Brad Malone,8474089,5/20/1989,5/17/2016 8:02,1472.27208,114,105 OA (2007 COL),2007,CAN,105,USHL,2,650000,LW,Hurricanes
Dwight King,8474100,7/5/1989,5/24/2016 10:33,1480.74118,94,109 OA (2007 LAK),2007,CAN,109,WHL,3,1950000,LW,Kings
Colton Sceviour,8474098,4/20/1989,4/25/2016 6:31,1488.83298,87,112 OA (2007 DAL),2007,CAN,112,WHL,2,650000,RW,Stars
Matt Halischuk,8474094,6/1/1988,3/2/2016 16:24,1487.877,48,117 OA (2007 NJD),2007,CAN,117,OHL,1,750000,RW,Jets
Jamie Benn,8473994,7/18/1989,5/24/2016 11:36,1539.49721,102,129 OA (2007 DAL),2007,CAN,129,BCHL,5,5250000,LW,Stars
Chris Terry,8474052,4/7/1989,5/17/2016 8:00,1480.06744,86,132 OA (2007 CAR),2007,CAN,132,OHL,1,875000,RW,Hurricanes
Jake Muzzin,8474162,2/21/1989,5/24/2016 11:39,1518.81639,108,141 OA (2007 PIT),2007,CAN,141,OHL,5,4000000,D,Kings
Anthony Peluso,8474061,4/18/1989,3/2/2016 16:13,1478.07224,81,160 OA (2007 STL),2007,CAN,160,OHL,2,675000,RW,Jets
Patrick Maroon,8474034,4/23/1988,4/29/2016 15:53,1514.03231,87,161 OA (2007 PHI),2007,USA,161,NAHL,3,2000000,LW,Oilers
Carl Hagelin,8474176,8/23/1988,3/2/2016 9:54,1519.95458,104,168 OA (2007 NYR),2007,SWE,168,SWE-JR.,4,4000000,LW,Penguins
Luke Gazdic,8473989,7/25/1989,5/13/2016 12:38,1468.85357,87,172 OA (2007 DAL),2007,CAN,172,OHL,2,800000,LW,Oilers
Nick Bonino,8474009,4/20/1988,5/24/2016 11:42,1502.90542,112,173 OA (2007 SJS),2007,USA,173,HIGH-CT,3,1900000,C,Penguins
Paul Byron,8474038,4/27/1989,4/28/2016 11:36,1489.62661,75,179 OA (2007 BUF),2007,CAN,179,QMJHL,1,900000,RW,Canadiens
Carl Gunnarsson,8474125,11/9/1986,5/24/2016 11:31,1488.80324,114,194 OA (2007 TOR),2007,SWE,194,SWEDEN,3,2900000,D,Blues
Justin Braun,8474027,2/10/1987,5/24/2016 11:33,1504.62029,100,201 OA (2007 SJS),2007,USA,201,H-EAST,5,3800000,D,Sharks
Paul Postma,8474074,2/22/1989,5/24/2016 11:58,1490.88253,92,205 OA (2007 ATL),2007,CAN,205,WHL,2,887500,D,Jets
Erik Johnson,8473446,3/21/1988,5/24/2016 10:51,1524.65078,101,1 OA (2006 STL),2006,USA,1,USA,7,6000000,D,Avalanche
Jordan Staal,8473533,9/10/1988,5/24/2016 11:35,1507.41571,114,2 OA (2006 PIT),2006,CAN,2,OHL,10,6000000,C,Hurricanes
Jonathan Toews,8473604,4/29/1988,5/24/2016 11:54,1540.8013,124,3 OA (2006 CHI),2006,CAN,3,WCHA,8,10500000,C,Blackhawks
Nicklas Backstrom,8473563,11/23/1987,5/24/2016 11:59,1536.01834,127,4 OA (2006 WSH),2006,SWE,4,SWE,10,6700000,C,Capitals
Phil Kessel,8473548,10/2/1987,5/24/2016 10:43,1534.78776,109,5 OA (2006 BOS),2006,USA,5,WCHA,8,8000000,RW,Penguins
Derick Brassard,8473544,9/22/1987,5/24/2016 11:36,1511.08469,105,6 OA (2006 CBJ),2006,CAN,6,QMJHL,5,5000000,C,Rangers
Kyle Okposo,8473449,4/16/1988,4/29/2016 15:56,1525.55446,97,7 OA (2006 NYI),2006,USA,7,USHL,5,2800000,RW,Islanders
Michael Frolik,8473564,2/17/1988,5/24/2016 11:54,1521.69119,101,10 OA (2006 FLA),2006,CZE,10,CZE,5,4300000,RW,Flames
Bryan Little,8473412,11/12/1987,5/17/2016 8:21,1515.24596,115,12 OA (2006 ATL),2006,CAN,12,OHL,5,4700000,C,Jets
Jiri Tlusty,8473482,3/16/1988,5/24/2016 11:38,1498.65196,44,13 OA (2006 TOR),2006,CZE,13,CZE,1,800000,LW,Devils
Michael Grabner,8473546,10/5/1987,2/8/2016 21:11,1510.04175,86,14 OA (2006 VAN),2006,AUT,14,WHL,5,3000000,LW,MapleLeafs
Trevor Lewis,8473453,1/8/1987,3/28/2016 22:27,1488.39498,93,17 OA (2006 LAK),2006,USA,17,USHL,2,1525000,LW,Kings
